trp_french_infantry_vistula_ai|Leh Piyadesi
trp_french_infantry_vistula_ai_pl|Leh Piyadesi
trp_french_old_guard_ai|Fransız Ağır Muhafız Piyadesi
trp_french_old_guard_ai_pl|Ağır Muhafız Piyadesi
trp_french_voltigeur_ai|Fransız Avcı Piyadesi
trp_french_voltigeur_ai_pl|Avcı Piyadesi
trp_french_hussar_ai|Fransız Hussar
trp_french_hussar_ai_pl|Hussarlarlar
trp_french_lancer_ai|Leh Kargılı Süvarisi
trp_french_lancer_ai_pl|Leh Kargılı Süvarileri
trp_french_dragoon_ai|Fransız Dragun
trp_french_dragoon_ai_pl|Dragunlar
trp_french_cuirassier_ai|Fransız Zırhlı Süvarisi
trp_french_cuirassier_ai_pl|Zırhlı Süvariler
trp_french_carabineer_ai|Fransız Karabinacı
trp_french_carabineer_ai_pl|Karabinacılar
trp_french_grenadier_a_cheval_ai|Fransız Ağır Süvarisi
trp_french_grenadier_a_cheval_ai_pl|Ağır Süvari
trp_french_ship_ai|Fransız Denizci
trp_french_ship_ai_pl|Denizciler
trp_french_ship_marine_ai|Fransız Deniz
trp_french_ship_marine_ai_pl|Deniz
trp_french_arty_ai|Fransız Topçu Piyadesi
trp_french_arty_ai_pl|Topçu Birliği (Top)
trp_french_arty_alt_ai|Fransız Topçu Piyadesi
trp_french_arty_alt_ai_pl|Topçu Birliği (Havan Topu)
trp_prussian_infantry_ai|Prusyalı Piyade
trp_prussian_infantry_ai_pl|Piyade (Brandenburg)
trp_prussian_infantry2_ai|Prusyalı Piyade
trp_prussian_infantry2_ai_pl|Piyade (Rhen)
trp_prussian_infantry_kurmark_ai|Prusyalı Milis
trp_prussian_infantry_kurmark_ai_pl|Milis
trp_prussian_infantry_freikorps_ai|Prusyalı Gönüllü
trp_prussian_infantry_freikorps_ai_pl|Gönüllü
trp_prussian_infantry_15_ai|Prusyalı Piyade
trp_prussian_infantry_15_ai_pl|Muhafız Piyadeleri
trp_prussian_infantry_rifle_ai|Prusyalı Yager
trp_prussian_infantry_rifle_ai_pl|Yagerler
trp_prussian_dragoon_ai|Prusyalı Dragun
trp_prussian_dragoon_ai_pl|Dragunlar
trp_prussian_hussar_ai|Prusyalı Hussar
trp_prussian_hussar_ai_pl|Hussarlarlar
trp_prussian_landwehr_cav_ai|Prusyalı Kargılı Süvari
trp_prussian_landwehr_cav_ai_pl|Kargılı Süvariler
trp_prussian_cuirassier_ai|Prusyalı Zırhlı Süvari
trp_prussian_cuirassier_ai_pl|Zırhlı Süvariler
trp_prussian_arty_ai|Prusyalı Topçu Piyadesi
trp_prussian_arty_ai_pl|Topçu Birliği (Top)
trp_prussian_arty_alt_ai|Prusyalı Topçu Piyadesi
trp_prussian_arty_alt_ai_pl|Topçu Birliği (Havan Topu)
trp_russian_partizan_ai|Rus Partizan
trp_russian_partizan_ai_pl|Partizanlar
trp_russian_opol_ai|Rus Milis
trp_russian_opol_ai_pl|Milis
trp_russian_infantry_ai|Rus Piyadesi
trp_russian_infantry_ai_pl|Piyade
trp_russian_grenadier_ai|Rus Ağır Piyadesi
trp_russian_grenadier_ai_pl|Ağır Piyade
trp_russian_foot_guard_ai|Rus Muhafız Piyadesi
trp_russian_foot_guard_ai_pl|Muhafız Piyadeleri
trp_russian_infantry_rifle_ai|Rus Yager
trp_russian_infantry_rifle_ai_pl|Yagerler
trp_russian_hussar_ai|Rus Hussar
trp_russian_hussar_ai_pl|Hussarlarlar
trp_russian_uhlan_ai|Rus Uhlan
trp_russian_uhlan_ai_pl|Uhlans
trp_russian_cossack_ai|Kargılı Hafif Süvari Muhafız Alayı
trp_russian_cossack_ai_pl|Kazaklar
trp_russian_dragoon_ai|Rus Dragun
trp_russian_dragoon_ai_pl|Dragunlar
trp_russian_horse_guard_ai|Rus Süvari Muhafızı
trp_russian_horse_guard_ai_pl|Süvari Muhafızları
trp_russian_arty_ai|Rus Topçu Piyadesi
trp_russian_arty_ai_pl|Topçu Birliği (Top)
trp_russian_arty_alt_ai|Rus Topçu Piyadesi
trp_russian_arty_alt_ai_pl|Topçu Birliği (Havan Topu)
trp_austrian_infantry_ai|Avusturyalı Piyade
trp_austrian_infantry_ai_pl|Piyade
trp_austrian_infantry2_ai|Macar Piyade
trp_austrian_infantry2_ai_pl|Piyade
trp_austrian_grenzer_ai|Avusturyalı Grenzer
trp_austrian_grenzer_ai_pl|Grenzerler
trp_austrian_grenadier_ai|Macar Ağır Piyadesi
trp_austrian_grenadier_ai_pl|Ağır Piyade
trp_austrian_infantry_rifle_ai|Avusturyalı Yager
trp_austrian_infantry_rifle_ai_pl|Yagerler
trp_austrian_hussar_ai|Avusturyalı Hussar
trp_austrian_hussar_ai_pl|Hussarlarlar
trp_austrian_uhlan_ai|Avusturyalı Uhlan
trp_austrian_uhlan_ai_pl|Uhlanlar
trp_austrian_light_horse_ai|Avusturyalı Hafif Süvari
trp_austrian_light_horse_ai_pl|Hafif Süvariler
trp_austrian_dragoon_ai|Avusturyalı Dragun
trp_austrian_dragoon_ai_pl|Dragunlar
trp_austrian_cuirassier_ai|Avusturyalı Zırhlı Süvari
trp_austrian_cuirassier_ai_pl|Zırhlı Süvariler
trp_austrian_arty_ai|Avusturyalı Topçu Piyadesi
trp_austrian_arty_ai_pl|Topçu Birliği (Top)
trp_austrian_arty_alt_ai|Avusturyalı Topçu Piyadesi
trp_austrian_arty_alt_ai_pl|Topçu Birliği (Havan Topu)
trp_rhine_infantry_bavaria_ai|Bavyera Piyade Alayı
trp_rhine_infantry_bavaria_ai_pl|Bavyera Piyade Alayı
trp_rhine_infantry_wurttemberg_ai|Württemberg Piyade Alayı
trp_rhine_infantry_wurttemberg_ai_pl|Württemberg Piyade Alayı
trp_rhine_infantry_saxony_ai|Sakson Piyade Alayı
trp_rhine_infantry_saxony_ai_pl|Sakson Piyade Alayı
trp_rhine_infantry_wurttemberg2_ai|Württemberg Ağır Piyadesi
trp_rhine_infantry_wurttemberg2_ai_pl|Württemberg Ağır Piyadesi
trp_rhine_grenadier_guard_ai|Vestfalya Ağır Muhafız Piyadesi
trp_rhine_grenadier_guard_ai_pl|Ağır Muhafız Piyadeleri
trp_rhine_light_infantry_hessen_ai|Hessen Hafif Piyadesi
trp_rhine_light_infantry_hessen_ai_pl|Hafif Piyade
trp_rhine_light_infantry_bavaria_ai|Bavyera Nişancısı
trp_rhine_light_infantry_bavaria_ai_pl|Nişancılar
trp_rhine_mounted_jaeger_ai|Nassau Atlı Yageri
trp_rhine_mounted_jaeger_ai_pl|Atlı Yagerler
trp_rhine_uhlan_ai|Sakson Uhlan
trp_rhine_uhlan_ai_pl|Uhlanlar
trp_rhine_light_dragoon_ai|Badner Hafif Dragun
trp_rhine_light_dragoon_ai_pl|Hafif Dragunlar
trp_rhine_cuirassier_ai|Vestfalya Zırhlı Süvarisi
trp_rhine_cuirassier_ai_pl|Zırhlı Süvariler
trp_rhine_garde_du_corps_ai|Sakson Atlı Muhafızı
trp_rhine_garde_du_corps_ai_pl|Atlı Muhafızlar
trp_rhine_arty_ai|Bavyera Topçusu
trp_rhine_arty_ai_pl|Topçu (Gülle)
trp_rhine_arty_alt_ai|Bavyera Topçusu
trp_rhine_arty_alt_ai_pl|Topçu (Havan topu)
trp_austrian_11_ai_pl|Piyade
trp_austrian_11_ai|Avusturyalı Piyade
trp_austrian_16_ai_pl|Ağır Piyade
trp_austrian_16_ai|Avusturyalı Ağır Piyadesi
trp_austrian_24_ai_pl|Piyade
trp_austrian_24_ai|Avusturyalı Piyade
trp_austrian_31_ai_pl|Piyade
trp_austrian_31_ai|Macar Piyade
trp_austrian_34_ai_pl|Piyade
trp_austrian_34_ai|Macar Piyade
trp_austrian_39_ai_pl|Piyade
trp_austrian_39_ai|Macar Piyade
trp_austrian_4_ai_pl|Piyade
trp_austrian_4_ai|Avusturyalı Piyade
trp_austrian_51_ai_pl|Piyade
trp_austrian_51_ai|Macar Piyade
trp_austrian_56_ai_pl|Ağır Piyade
trp_austrian_56_ai|Avusturyalı Ağır Piyadesi
trp_austrian_59_ai_pl|Piyade
trp_austrian_59_ai|Avusturyalı Piyade
trp_austrian_cuirassier5_ai_pl|Zırhlı Süvariler
trp_austrian_cuirassier5_ai|Avusturyalı Ağır Piyadesi
trp_austrian_grenzer5_ai_pl|Grenzerler
trp_austrian_grenzer5_ai|Avusturyalı Grenzer
trp_austrian_horseart_ai_pl|Süvari Topçusu
trp_austrian_horseart_ai|Avusturyalı Süvari Topçusu
trp_austrian_hussar12_ai_pl|Hussarlarlar
trp_austrian_hussar12_ai|Avusturyalı Hussar
trp_brit_canadian_horsemen_ai_pl|Kanada Sömürge Hafif Süvari Birliği
trp_brit_canadian_horsemen_ai|Kanada Sömürge Hafif Süvari Birliği
trp_brit_canadian_infantry_ai_pl|Kanada Sömürge Piyadeleri
trp_brit_canadian_infantry_ai|Kanada Sömürge Piyadeleri
trp_brit_horseart_ai_pl|Süvari Topçusu
trp_brit_horseart_ai|Kraliyet atlı topçusu
trp_brit_indian_ai_pl|Hint Piyadeleri
trp_brit_indian_ai|Hint Piyadeleri
trp_british_foot_guard_ai_pl|Muhafız Piyadesi
trp_british_foot_guard_ai|İngiliz Muhafız Piyadesi
trp_british_highlander78_ai_pl|Piyade
trp_british_highlander78_ai|İngiliz Piyadesi
trp_british_hussar_ai_pl|Hussarlarlar
trp_british_hussar_ai|İngiliz Hussar
trp_british_infantry14_ai_pl|Piyade
trp_british_infantry14_ai|İngiliz Piyadesi
trp_french_corses_ai_pl|Korsikalı Tüfekçiler
trp_french_corses_ai|Korsikalı Tüfekçiler
trp_french_foot_dragoon_ai_pl|Dragunlar
trp_french_foot_dragoon_ai|Fransız Dragun
trp_french_gendarme_ai_pl|Fransız Jandarması
trp_french_gendarme_ai|Fransız Jandarması
trp_french_guard_marines_ai_pl|Fransız Deniz Muhafızları
trp_french_guard_marines_ai|Fransız Deniz Muhafızları
trp_french_guard_light_ai|Fransız Avcı Piyadesi
trp_french_guard_light_ai_pl|Avcı Piyadesi
trp_french_horseart_ai_pl|Süvari Topçusu
trp_french_horseart_ai|Fransız Süvari Topçusu
trp_french_hussar5_ai_pl|Hussarlarlar
trp_french_hussar5_ai|Fransız Hussar
trp_french_infantry14_ai_pl|Piyade
trp_french_infantry14_ai|Fransız Piyadesi
trp_french_infantry3_ai_pl|Piyade
trp_french_infantry3_ai|Fransız Piyadesi
trp_french_infantry65_ai_pl|Piyade
trp_french_infantry65_ai|Fransız Piyadesi
trp_french_infantry_1er_ai_pl|Piyade
trp_french_infantry_1er_ai|Fransız Piyadesi
trp_french_infantry_swiss_ai_pl|Piyade
trp_french_infantry_swiss_ai|İsviçre piyadesi
trp_french_mounted_chasseur_ai_pl|Fransız Atlı Avcı
trp_french_mounted_chasseur_ai|Fransız Atlı Avcı
trp_nwe_rus_horse_arty_ai_pl|Süvari Topçusu
trp_nwe_rus_horse_arty_ai|Rus Süvari Topçusu
trp_ottoman_arty_ai_pl|Topçu (Gülle)
trp_ottoman_arty_ai|Osmanlı topçusu
trp_ottoman_arty_alt_ai_pl|Topçu (Havan topu)
trp_ottoman_arty_alt_ai|Osmanlı topçusu
trp_ottoman_arty_guard_ai_pl|Osmanlı Topçu Muhafızı
trp_ottoman_arty_guard_ai|Osmanlı Topçu Muhafızı
trp_ottoman_bashi_ai_pl|Başıbozuk
trp_ottoman_bashi_ai|Başıbozuk
trp_ottoman_camel_cav_ai_pl|Osmanlı Develi Süvarisi
trp_ottoman_camel_cav_ai|Osmanlı Develi Süvarisi
trp_ottoman_camel_heavy_cav_ai_pl|Osmanlı Develi Muhafızları
trp_ottoman_camel_heavy_cav_ai|Osmanlı Develi Muhafızları
trp_ottoman_cuirassier_ai_pl|Zırhlı Süvariler
trp_ottoman_cuirassier_ai|Osmanlı Zırhlı Süvari
trp_ottoman_dragoon_ai_pl|Dragunlar
trp_ottoman_dragoon_ai|Osmanlı Dragun
trp_ottoman_heavy_cavalry_ai_pl|Memlükler
trp_ottoman_heavy_cavalry_ai|Memlükler
trp_ottoman_horseart_ai_pl|Süvari Topçusu
trp_ottoman_horseart_ai|Osmanlı Süvari Topçusu
trp_ottoman_horseart_guard_ai_pl|Süvari Topçu Muhafızı
trp_ottoman_horseart_guard_ai|Osmanlı Süvari Topçu Muhafızı
trp_ottoman_hussar_ai_pl|Hussarlarlar
trp_ottoman_hussar_ai|Osmanlı Hussar
trp_ottoman_jani_ai_pl|Osmanlı Yeniçeri
trp_ottoman_jani_ai|Osmanlı Yeniçeri
trp_ottoman_jani_istanbul_ai_pl|Osmanlı Yeniçeri
trp_ottoman_jani_istanbul_ai|Osmanlı Yeniçeri
trp_ottoman_lancer_ai_pl|Kargılı Süvariler
trp_ottoman_lancer_ai|Osmanlı Kargılı Süvari
trp_ottoman_levend_ai_pl|Piyade
trp_ottoman_levend_ai|Osmanlı Piyadesi
trp_ottoman_libyan_ai_pl|Libya Bedevisi
trp_ottoman_libyan_ai|Libya Bedevisi
trp_ottoman_light_ai_pl|Arnavut Askerleri
trp_ottoman_light_ai|Arnavut Askerleri
trp_ottoman_rifle_ai_pl|Laz Neferleri
trp_ottoman_rifle_ai|Laz Neferleri
trp_ottoman_ship_ai_pl|Denizciler
trp_ottoman_ship_ai|Osmanlı Denizci
trp_ottoman_ship_cannon_ai_pl|Denizciler
trp_ottoman_ship_cannon_ai|Osmanlı Osmanlı
trp_ottoman_ship_marine_ai_pl|Deniz
trp_ottoman_ship_marine_ai|Osmanlı Deniz
trp_ottoman_subara_ai_pl|Piyade
trp_ottoman_subara_ai|Osmanlı Piyadesi
trp_ottoman_uskudar_ai_pl|Piyade
trp_ottoman_uskudar_ai|Osmanlı Piyadesi
trp_pruss_brun_ai_pl|Muhafız Piyadesi
trp_pruss_brun_ai|Prusya Muhafız Piyadesi
trp_pruss_cav_silesian_ai_pl|Zırhlı Süvariler
trp_pruss_cav_silesian_ai|Prusya Ağır Piyadesi
trp_pruss_freiw_ai_pl|Avcısı
trp_pruss_freiw_ai|Prusya Avcısı
trp_pruss_horseart_ai_pl|Süvari Topçusu
trp_pruss_horseart_ai|Prusya Süvari Topçusu
trp_rhine_grenadier_guard2_ai_pl|Ağır Muhafız Piyadesi
trp_rhine_grenadier_guard2_ai|Berg Ağır Muhafız Piyadesi
trp_rhine_horseart_ai_pl|Süvari Topçusu
trp_rhine_horseart_ai|Sakson atlı topçusu
trp_russian_butyrskiy_infantry_ai_pl|Piyade
trp_russian_butyrskiy_infantry_ai|Rus Piyadesi
trp_russian_finnish_jaeger_ai_pl|Avcısı
trp_russian_finnish_jaeger_ai|Fin Avcısı
trp_russian_glukhovskiy_cuirassier_ai_pl|Zırhlı Süvariler
trp_russian_glukhovskiy_cuirassier_ai|Rus Ağır Piyadesi
trp_russian_internal_guard_ai_pl|Rus iç muhafızları
trp_russian_internal_guard_ai|Rus iç muhafızları
trp_russian_litovski_guard_ai_pl|Muhafız Piyadesi
trp_russian_litovski_guard_ai|Rus Muhafız Piyadesi
trp_british_foot_guard1_ai|1. Muhafız Piyade Alayı
trp_british_foot_guard1_ai_pl|Muhafız Piyade
trp_british_hussar2_ai|2nd KGL Hussars
trp_british_hussar2_ai_pl|Hussarlar
trp_prussian_infantry_2_ai|2. Piyade Alayı
trp_prussian_infantry_2_ai_pl|Piyade
trp_prussian_infantry12_ai|12. Brandenburg Piyade Alayı
trp_prussian_infantry12_ai_pl|Piyade
trp_prussian_infantry14_ai|14. Vestfalya Piyade Alayı
trp_prussian_infantry14_ai_pl|Piyade
trp_prussian_infantry18_ai|18. Piyade Alayı
trp_prussian_infantry18_ai_pl|Piyade
trp_prussian_infantry24_ai|24. Brandenburg Piyade Alayı
trp_prussian_infantry24_ai_pl|Piyade
trp_prussian_infantry26_ai|26. Magdeburgische Piyade Alayı
trp_prussian_infantry26_ai_pl|Piyade
trp_prussian_infantry_elbe_ai|2. Elbe Landwehr Alayı
trp_prussian_infantry_elbe_ai_pl|Piyade
trp_prussian_dragoon5_ai|5. Brandenburg Dragunları
trp_prussian_dragoon5_ai_pl|Dragun
trp_prussian_hussar_mhr_ai|10. Magdeburgische Hussar Alayı
trp_prussian_hussar_mhr_ai_pl|Hussarlar
trp_austrian_32_ai|Eszterházy 32. Piyade Alayı
trp_austrian_32_ai_pl|Piyade
trp_italian_infantry1_ai|İtalyan Piyadesi
trp_italian_infantry2_ai|İtalyan Piyadesi
trp_italian_infantry3_ai|İtalyan Piyadesi
trp_italian_infantry4_ai|İtalyan Piyadesi
trp_italian_infantry5_ai|İtalyan Piyadesi
trp_italian_foot_guard1_ai|İtalyan Muhafız Piyadesi
trp_italian_foot_guard2_ai|İtalyan Muhafız Piyadesi
trp_italian_foot_guard3_ai|İtalyan Muhafız Piyadesi
trp_italian_light_ai|İtalyan Avcı Piyadesi
trp_italian_rifle_ai|İtalyan Tüfekli Piyade
trp_italian_hussar1_ai|İtalyan Hussar
trp_italian_hussar2_ai|İtalyan Hussar
trp_italian_dragoon_ai|İtalyan Dragun
trp_italian_cuirassier1_ai|İtalyan Atlı Muhafızı
trp_italian_cuirassier2_ai|İtalyan Atlı Muhafızı
trp_italian_arty_ai|İtalyan Topçu Piyadesi
trp_italian_arty_alt_ai|İtalyan Topçu Piyadesi
trp_italian_horseart_ai|İtalyan Süvari Topçu Muhafızı
trp_italian_ship_marine_ai|İtalyan Deniz
trp_italian_ship_ai|İtalyan Denizci
trp_italian_infantry1_ai_pl|Piyade
trp_italian_infantry2_ai_pl|Piyade
trp_italian_infantry3_ai_pl|Piyade
trp_italian_infantry4_ai_pl|Piyade
trp_italian_infantry5_ai_pl|Piyade
trp_italian_foot_guard1_ai_pl|Muhafız Piyadesi
trp_italian_foot_guard2_ai_pl|Muhafız Piyadesi
trp_italian_foot_guard3_ai_pl|Muhafız Piyadesi
trp_italian_light_ai_pl|Avcı Piyadesi
trp_italian_rifle_ai_pl|Tüfekli Piyade
trp_italian_hussar1_ai_pl|Hussarlarlar
trp_italian_hussar2_ai_pl|Hussarlarlar
trp_italian_dragoon_ai_pl|Dragunlar
trp_italian_cuirassier1_ai_pl|Atlı Muhafız
trp_italian_cuirassier2_ai_pl|Atlı Muhafız
trp_italian_arty_ai_pl|Topçu Birliği (Top)
trp_italian_arty_alt_ai_pl|Topçu Birliği (Havan Topu)
trp_italian_horseart_ai_pl|Süvari Topçu Muhafızı
trp_italian_ship_marine_ai_pl|Deniz
trp_italian_ship_ai_pl|Denizciler
trp_rhine_infantry_saxony2_ai|Sakson Piyade Alayı
trp_rhine_infantry_saxony2_ai_pl|Sakson Piyade Alayı
trp_rhine_westphalian_hussar_ai|Vestfalya Hussar
trp_rhine_westphalian_hussar_ai_pl|Hussarlar
trp_rhine_infantry_waldeck_ai|Waldeck Prensliği Piyade Taburu
trp_rhine_infantry_waldeck_ai_pl|Piyade
trp_rhine_wurt_guard_ai|Württemberg'de piyade muhafızı
trp_rhine_wurt_guard_ai_pl|Muhafız Piyade
trp_russian_ship_marine_ai_pl|Deniz
trp_russian_ship_ai_pl|Denizciler
trp_russian_ship_marine_ai|Deniz
trp_russian_ship_ai|Denizci
trp_british_infantry|33. Piyade Alayı
trp_british_infantry_pl|Piyade
trp_british_infantry_nco|33. Piyade Alayı
trp_british_infantry_nco_pl|Çavuş
trp_british_infantry_officer|33. Piyade Alayı
trp_british_infantry_officer_pl|Subay
trp_british_infantry_drum|33. Piyade Alayı
trp_british_infantry_drum_pl|Davulcu
trp_british_infantry_flute|33. Piyade Alayı
trp_british_infantry_flute_pl|Flütçü
trp_british_infantry2|5. Hat Taburu Kralın Alman Lejyonu
trp_british_infantry2_pl|Piyade
trp_british_infantry2_nco|Kralın Alman Lejyonu 5. Tabur
trp_british_infantry2_nco_pl|Çavuş
trp_british_infantry2_officer|Kralın Alman Lejyonu 5. Tabur
trp_british_infantry2_officer_pl|Subay
trp_british_infantry2_drum|Kralın Alman Lejyonu 5. Tabur
trp_british_infantry2_drum_pl|Davulcu
trp_british_infantry2_flute|Kralın Alman Lejyonu 5. Tabur
trp_british_infantry2_flute_pl|Flütçü
trp_british_highlander|42. Piyade Alayı (Kara Devriye)
trp_british_highlander_pl|Piyade
trp_british_highlander_nco|42. İskoç Piyade Alayı
trp_british_highlander_nco_pl|Çavuş
trp_british_highlander_officer|42. İskoç Piyade Alayı
trp_british_highlander_officer_pl|Subay
trp_british_highlander_drum|42. İskoç Piyade Alayı
trp_british_highlander_drum_pl|Davulcu
trp_british_highlander_pipes|42. İskoç Piyade Alayı
trp_british_highlander_pipes_pl|Gaydacı
trp_british_foot_guard|Coldstream Muhafız Piyade Alayı
trp_british_foot_guard_pl|Muhafız Piyadeleri
trp_british_foot_guard_nco|2. Muhafız Piyade Alayı (Coldstream)
trp_british_foot_guard_nco_pl|Çavuş
trp_british_foot_guard_officer|2. Muhafız Piyade Alayı (Coldstream)
trp_british_foot_guard_officer_pl|Subay
trp_british_foot_guard_drum|2. Muhafız Piyade Alayı (Coldstream)
trp_british_foot_guard_drum_pl|Davulcu
trp_british_foot_guard_flute|2. Muhafız Piyade Alayı (Coldstream)
trp_british_foot_guard_flute_pl|Flütçü
trp_british_light_infantry|51. (2. Yorkshire West Riding) Piyade Alayı
trp_british_light_infantry_pl|Piyade
trp_british_light_infantry_nco|51. Piyade Alayı
trp_british_light_infantry_nco_pl|Çavuş
trp_british_light_infantry_officer|51. Piyade Alayı
trp_british_light_infantry_officer_pl|Subay
trp_british_light_infantry_horn|51. Piyade Alayı
trp_british_light_infantry_horn_pl|Kornocu
trp_british_rifle|95. Piyade Alayı (Tüfekli)
trp_british_rifle_pl|Tüfekli Piyade
trp_british_rifle_nco|95. Tüfekli Piyade Alayı
trp_british_rifle_nco_pl|Çavuş
trp_british_rifle_officer|95. Tüfekli Piyade Alayı
trp_british_rifle_officer_pl|Subay
trp_british_rifle_horn|95. Tüfekli Piyade Alayı
trp_british_rifle_horn_pl|Kornocu
trp_british_hussar|1st KGL Hussars
trp_british_hussar_pl|Hussarlar
trp_british_hussar_nco|1st KGL Hussars
trp_british_hussar_nco_pl|Çavuş
trp_british_hussar_officer|1st KGL Hussars
trp_british_hussar_officer_pl|Subay
trp_british_hussar_trumpet|1st KGL Hussars
trp_british_hussar_trumpet_pl|Borazancı
trp_british_light_dragoon|23. Hafif Dragunlar
trp_british_light_dragoon_pl|Hafif Süvari
trp_british_light_dragoon_nco|23. Hafif Dragunlar
trp_british_light_dragoon_nco_pl|Çavuş
trp_british_light_dragoon_officer|23. Hafif Dragunlar
trp_british_light_dragoon_officer_pl|Subay
trp_british_light_dragoon_trumpet|23. Hafif Dragunlar
trp_british_light_dragoon_trumpet_pl|Borazancı
trp_british_dragoon|6. (Inniskilling) Dragunlar
trp_british_dragoon_pl|Ağır Süvari
trp_british_dragoon_nco|6. (Inniskilling) Dragunlar
trp_british_dragoon_nco_pl|Çavuş
trp_british_dragoon_officer|6. (Inniskilling) Dragunlar
trp_british_dragoon_officer_pl|Subay
trp_british_dragoon_trumpet|6. (Inniskilling) Dragunlar
trp_british_dragoon_trumpet_pl|Borazancı
trp_british_horseguard|Mavi Kraliyet Atlı Muhafızları
trp_british_horseguard_pl|Ağır Süvari
trp_british_horseguard_nco|Mavi Kraliyet Atlı Muhafızları
trp_british_horseguard_nco_pl|Çavuş
trp_british_horseguard_officer|Mavi Kraliyet Atlı Muhafızları
trp_british_horseguard_officer_pl|Subay
trp_british_horseguard_trumpet|Mavi Kraliyet Atlı Muhafızları
trp_british_horseguard_trumpet_pl|Borazancı
trp_british_arty|Kraliyet Piyade Topçu Birliği
trp_british_arty_pl|Topçu Piyade
trp_british_arty_guard|Topçu Muhafızı
trp_british_arty_guard_pl|Topçu Muhafızı
trp_british_arty_nco|Kraliyet Piyade Topçu Birliği
trp_british_arty_nco_pl|Top Taşıyıcı
trp_british_arty_officer|Kraliyet Piyade Topçu Birliği
trp_british_arty_officer_pl|Subay
trp_british_rocket|2. Roket Bölüğü
trp_british_rocket_pl|Roket Topçusu
trp_british_medic|Sıhhiyeci
trp_british_medic_pl|Cerrah
trp_british_sapper|İstihkam
trp_british_sapper_pl|Mühendis
trp_british_ship|Gemi Mürettebat
trp_british_ship_pl|Piyade
trp_british_ship_cannon|Gemi Mürettebat
trp_british_ship_cannon_pl|deniz topçu
trp_british_ship_marine|Gemi Mürettebat
trp_british_ship_marine_pl|Deniz, 1st Battalion - Royal Marines
trp_british_ship_captain|Gemi Mürettebat
trp_british_ship_captain_pl|Mesaj Captain, HMS Neptune
trp_wellington|Arthur Wellesley, Wellington Dükü
trp_wellington_pl|Kumandan
trp_french_infantry|45. Piyade Alayı
trp_french_infantry_pl|Piyade
trp_french_infantry_nco|45. Piyade Alayı
trp_french_infantry_nco_pl|Çavuş
trp_french_infantry_officer|45. Piyade Alayı
trp_french_infantry_officer_pl|Subay
trp_french_infantry_drum|45. Piyade Alayı
trp_french_infantry_drum_pl|Davulcu
trp_french_infantry_flute|45. Piyade Alayı
trp_french_infantry_flute_pl|Flütçü
trp_french_infantry2|84. Piyade Alayı
trp_french_infantry2_pl|Piyade
trp_french_infantry2_nco|84. Piyade Alayı
trp_french_infantry2_nco_pl|Çavuş
trp_french_infantry2_officer|84. Piyade Alayı
trp_french_infantry2_officer_pl|Subay
trp_french_infantry2_drum|84. Piyade Alayı
trp_french_infantry2_drum_pl|Davulcu
trp_french_infantry2_flute|84. Piyade Alayı
trp_french_infantry2_flute_pl|Flütçü
trp_french_infantry_vistula|Vistül Lejyonu
trp_french_infantry_vistula_pl|Piyade
trp_french_infantry_vistula_nco|Vistül Lejyonu
trp_french_infantry_vistula_nco_pl|Çavuş
trp_french_infantry_vistula_officer|Vistül Lejyonu
